event,host_time,src_ip,src_port,key,pi_name,payload_ts,rssi_dbm,agg_mode,agg_N,dist_m,rssi_mean
RAW,1761205093.981,10.128.97.229,40085,A,raspberrypi,1761205097.015,-53.00,,,,
RAW,1761205094.391,10.128.97.229,40085,A,raspberrypi,1761205097.515,-54.00,,,,
RAW,1761205094.874,10.128.97.229,40085,A,raspberrypi,1761205098.016,-59.60,,,,
RAW,1761205095.413,10.128.97.229,40085,A,raspberrypi,1761205098.517,-63.80,,,,
RAW,1761205096.028,10.128.97.229,40085,A,raspberrypi,1761205099.017,-66.70,,,,
RAW,1761205096.028,10.128.97.229,40085,A,raspberrypi,1761205099.017,-66.70,,,,
RAW,1761205096.438,10.128.97.229,40085,A,raspberrypi,1761205099.518,-62.80,,,,
RAW,1761205096.947,10.128.97.229,40085,A,raspberrypi,1761205100.018,-58.80,,,,
RAW,1761205097.463,10.128.97.229,40085,A,raspberrypi,1761205100.519,-63.70,,,,
LEG_VAST,1761205097.729,,,A,raspberrypi,,,mean,20,4.500,-59.60
RAW,1761205097.973,10.128.97.229,40085,A,raspberrypi,1761205101.019,-63.10,,,,
RAW,1761205098.482,10.128.97.229,40085,A,raspberrypi,1761205101.520,-62.70,,,,
RAW,1761205098.895,10.128.97.229,40085,A,raspberrypi,1761205102.021,-60.40,,,,
RAW,1761205099.516,10.128.97.229,40085,A,raspberrypi,1761205102.521,-59.80,,,,
RAW,1761205099.880,10.128.97.229,40085,A,raspberrypi,1761205103.022,-56.20,,,,
RAW,1761205100.429,10.128.97.229,40085,A,raspberrypi,1761205103.522,-56.20,,,,
RAW,1761205100.942,10.128.97.229,40085,A,raspberrypi,1761205104.023,-60.00,,,,
RAW,1761205101.453,10.128.97.229,40085,A,raspberrypi,1761205104.523,-60.90,,,,
RAW,1761205101.967,10.128.97.229,40085,A,raspberrypi,1761205105.024,-59.40,,,,
RAW,1761205102.516,10.128.97.229,40085,A,raspberrypi,1761205105.525,-59.20,,,,
RAW,1761205103.002,10.128.97.229,40085,A,raspberrypi,1761205106.025,-55.80,,,,
RAW,1761205103.399,10.128.97.229,40085,A,raspberrypi,1761205106.526,-56.20,,,,
RAW,1761205103.926,10.128.97.229,40085,A,raspberrypi,1761205107.027,-56.60,,,,
RAW,1761205104.475,10.128.97.229,40085,A,raspberrypi,1761205107.527,-59.80,,,,
LEG_VAST,1761205104.996,,,A,raspberrypi,,,mean,20,5.000,-60.44
RAW,1761205105.156,10.128.97.229,40085,A,raspberrypi,1761205108.028,-60.80,,,,
RAW,1761205105.385,10.128.97.229,40085,A,raspberrypi,1761205108.528,-59.90,,,,
RAW,1761205106.473,10.128.97.229,40085,A,raspberrypi,1761205109.529,-55.00,,,,
RAW,1761205106.985,10.128.97.229,40085,A,raspberrypi,1761205110.030,-50.90,,,,
RAW,1761205107.494,10.128.97.229,40085,A,raspberrypi,1761205110.531,-55.80,,,,
RAW,1761205107.907,10.128.97.229,40085,A,raspberrypi,1761205111.031,-61.80,,,,
RAW,1761205108.419,10.128.97.229,40085,A,raspberrypi,1761205111.532,-63.80,,,,
RAW,1761205108.934,10.128.97.229,40085,A,raspberrypi,1761205112.033,-59.20,,,,
RAW,1761205109.440,10.128.97.229,40085,A,raspberrypi,1761205112.533,-56.80,,,,
RAW,1761205109.953,10.128.97.229,40085,A,raspberrypi,1761205113.034,-54.90,,,,
RAW,1761205110.509,10.128.97.229,40085,A,raspberrypi,1761205113.534,-58.80,,,,
RAW,1761205111.078,10.128.97.229,40085,A,raspberrypi,1761205114.035,-62.00,,,,
LEG_VAST,1761205111.431,,,A,raspberrypi,,,mean,20,5.500,-58.38
RAW,1761205111.488,10.128.97.229,40085,A,raspberrypi,1761205114.535,-59.90,,,,
RAW,1761205112.018,10.128.97.229,40085,A,raspberrypi,1761205115.036,-59.50,,,,
RAW,1761205112.413,10.128.97.229,40085,A,raspberrypi,1761205115.537,-58.00,,,,
RAW,1761205112.922,10.128.97.229,40085,A,raspberrypi,1761205116.037,-54.60,,,,
RAW,1761205113.434,10.128.97.229,40085,A,raspberrypi,1761205116.538,-59.00,,,,
RAW,1761205113.947,10.128.97.229,40085,A,raspberrypi,1761205117.038,-61.00,,,,
RAW,1761205114.460,10.128.97.229,40085,A,raspberrypi,1761205117.539,-62.50,,,,
RAW,1761205115.075,10.128.97.229,40085,A,raspberrypi,1761205118.039,-61.20,,,,
RAW,1761205115.519,10.128.97.229,40085,A,raspberrypi,1761205118.540,-59.70,,,,
RAW,1761205115.996,10.128.97.229,40085,A,raspberrypi,1761205119.041,-55.20,,,,
RAW,1761205116.505,10.128.97.229,40085,A,raspberrypi,1761205119.541,-49.40,,,,
RAW,1761205116.915,10.128.97.229,40085,A,raspberrypi,1761205120.042,-52.80,,,,
RAW,1761205117.430,10.128.97.229,40085,A,raspberrypi,1761205120.543,-55.80,,,,
LEG_VAST,1761205117.773,,,A,raspberrypi,,,mean,20,6.000,-58.30
RAW,1761205118.007,10.128.97.229,40085,A,raspberrypi,1761205121.043,-59.40,,,,
RAW,1761205118.453,10.128.97.229,40085,A,raspberrypi,1761205121.544,-61.90,,,,
RAW,1761205118.966,10.128.97.229,40085,A,raspberrypi,1761205122.044,-55.10,,,,
RAW,1761205119.478,10.128.97.229,40085,A,raspberrypi,1761205122.545,-53.70,,,,
RAW,1761205119.989,10.128.97.229,40085,A,raspberrypi,1761205123.045,-56.00,,,,
RAW,1761205120.499,10.128.97.229,40085,A,raspberrypi,1761205123.546,-60.70,,,,
RAW,1761205121.013,10.128.97.229,40085,A,raspberrypi,1761205124.047,-63.30,,,,
RAW,1761205121.423,10.128.97.229,40085,A,raspberrypi,1761205124.547,-61.60,,,,
RAW,1761205122.035,10.128.97.229,40085,A,raspberrypi,1761205125.048,-60.80,,,,
RAW,1761205122.445,10.128.97.229,40085,A,raspberrypi,1761205125.548,-56.20,,,,
RAW,1761205123.002,10.128.97.229,40085,A,raspberrypi,1761205126.049,-55.80,,,,
LEG_VAST,1761205123.322,,,A,raspberrypi,,,mean,20,6.500,-58.06
RAW,1761205123.472,10.128.97.229,40085,A,raspberrypi,1761205126.549,-60.40,,,,
RAW,1761205123.984,10.128.97.229,40085,A,raspberrypi,1761205127.050,-61.90,,,,
RAW,1761205124.459,10.128.97.229,40085,A,raspberrypi,1761205127.551,-60.00,,,,
RAW,1761205125.021,10.128.97.229,40085,A,raspberrypi,1761205128.051,-58.10,,,,
RAW,1761205125.559,10.128.97.229,40085,A,raspberrypi,1761205128.552,-56.40,,,,
RAW,1761205125.926,10.128.97.229,40085,A,raspberrypi,1761205129.052,-57.40,,,,
RAW,1761205126.541,10.128.97.229,40085,A,raspberrypi,1761205129.553,-59.00,,,,
RAW,1761205126.951,10.128.97.229,40085,A,raspberrypi,1761205130.053,-61.60,,,,
RAW,1761205127.467,10.128.97.229,40085,A,raspberrypi,1761205130.554,-64.80,,,,
RAW,1761205128.022,10.128.97.229,40085,A,raspberrypi,1761205131.055,-66.60,,,,
RAW,1761205128.487,10.128.97.229,40085,A,raspberrypi,1761205131.555,-66.40,,,,
RAW,1761205129.001,10.128.97.229,40085,A,raspberrypi,1761205132.056,-56.70,,,,
RAW,1761205129.513,10.128.97.229,40085,A,raspberrypi,1761205132.556,-52.50,,,,
RAW,1761205130.022,10.128.97.229,40085,A,raspberrypi,1761205133.057,-53.80,,,,
RAW,1761205130.535,10.128.97.229,40085,A,raspberrypi,1761205133.557,-56.20,,,,
RAW,1761205130.947,10.128.97.229,40085,A,raspberrypi,1761205134.058,-58.00,,,,
RAW,1761205131.426,10.128.97.229,40085,A,raspberrypi,1761205134.559,-59.40,,,,
LEG_VAST,1761205131.639,,,A,raspberrypi,,,mean,20,7.000,-59.10
RAW,1761205132.073,10.128.97.229,40085,A,raspberrypi,1761205135.059,-58.10,,,,
RAW,1761205132.587,10.128.97.229,40085,A,raspberrypi,1761205135.560,-57.00,,,,
RAW,1761205132.994,10.128.97.229,40085,A,raspberrypi,1761205136.060,-59.10,,,,
RAW,1761205133.609,10.128.97.229,40085,A,raspberrypi,1761205136.561,-60.90,,,,
RAW,1761205134.017,10.128.97.229,40085,A,raspberrypi,1761205137.061,-61.00,,,,
RAW,1761205134.650,10.128.97.229,40085,A,raspberrypi,1761205137.562,-64.50,,,,
RAW,1761205134.938,10.128.97.229,40085,A,raspberrypi,1761205138.063,-59.30,,,,
RAW,1761205135.463,10.128.97.229,40085,A,raspberrypi,1761205138.563,-55.80,,,,
RAW,1761205135.962,10.128.97.229,40085,A,raspberrypi,1761205139.064,-61.80,,,,
LEG_VAST,1761205136.080,,,A,raspberrypi,,,mean,20,7.500,-59.62
RAW,1761205136.473,10.128.97.229,40085,A,raspberrypi,1761205139.564,-59.80,,,,
RAW,1761205136.990,10.128.97.229,40085,A,raspberrypi,1761205140.065,-59.60,,,,
RAW,1761205137.432,10.128.97.229,40085,A,raspberrypi,1761205140.566,-60.80,,,,
RAW,1761205138.016,10.128.97.229,40085,A,raspberrypi,1761205141.066,-60.40,,,,
RAW,1761205138.523,10.128.97.229,40085,A,raspberrypi,1761205141.567,-59.60,,,,
RAW,1761205139.034,10.128.97.229,40085,A,raspberrypi,1761205142.067,-59.50,,,,
RAW,1761205139.449,10.128.97.229,40085,A,raspberrypi,1761205142.568,-65.60,,,,
RAW,1761205139.959,10.128.97.229,40085,A,raspberrypi,1761205143.069,-63.00,,,,
RAW,1761205140.467,10.128.97.229,40085,A,raspberrypi,1761205143.569,-59.80,,,,
LEG_VAST,1761205140.881,,,A,raspberrypi,,,mean,20,8.000,-60.15
RAW,1761205140.980,10.128.97.229,40085,A,raspberrypi,1761205144.070,-60.50,,,,
RAW,1761205141.495,10.128.97.229,40085,A,raspberrypi,1761205144.571,-55.30,,,,
RAW,1761205142.007,10.128.97.229,40085,A,raspberrypi,1761205145.071,-50.40,,,,
RAW,1761205142.520,10.128.97.229,40085,A,raspberrypi,1761205145.572,-50.40,,,,
RAW,1761205143.028,10.128.97.229,40085,A,raspberrypi,1761205146.072,-55.70,,,,
RAW,1761205143.540,10.128.97.229,40085,A,raspberrypi,1761205146.573,-63.20,,,,
RAW,1761205143.995,10.128.97.229,40085,A,raspberrypi,1761205147.073,-60.90,,,,
RAW,1761205144.480,10.128.97.229,40085,A,raspberrypi,1761205147.574,-56.50,,,,
RAW,1761205144.975,10.128.97.229,40085,A,raspberrypi,1761205148.074,-56.20,,,,
RAW,1761205145.491,10.128.97.229,40085,A,raspberrypi,1761205148.575,-61.20,,,,
RAW,1761205145.998,10.128.97.229,40085,A,raspberrypi,1761205149.076,-68.70,,,,
RAW,1761205146.510,10.128.97.229,40085,A,raspberrypi,1761205149.576,-69.90,,,,
LEG_VAST,1761205146.967,,,A,raspberrypi,,,mean,20,8.500,-59.86
RAW,1761205147.023,10.128.97.229,40085,A,raspberrypi,1761205150.077,-66.80,,,,
RAW,1761205147.535,10.128.97.229,40085,A,raspberrypi,1761205150.577,-65.90,,,,
RAW,1761205148.046,10.128.97.229,40085,A,raspberrypi,1761205151.078,-59.70,,,,
RAW,1761205148.458,10.128.97.229,40085,A,raspberrypi,1761205151.579,-59.20,,,,
RAW,1761205148.968,10.128.97.229,40085,A,raspberrypi,1761205152.079,-60.60,,,,
RAW,1761205149.584,10.128.97.229,40085,A,raspberrypi,1761205152.580,-62.20,,,,
RAW,1761205149.993,10.128.97.229,40085,A,raspberrypi,1761205153.080,-63.00,,,,
RAW,1761205150.519,10.128.97.229,40085,A,raspberrypi,1761205153.581,-62.80,,,,
RAW,1761205151.020,10.128.97.229,40085,A,raspberrypi,1761205154.082,-59.30,,,,
RAW,1761205151.539,10.128.97.229,40085,A,raspberrypi,1761205154.582,-61.40,,,,
RAW,1761205152.045,10.128.97.229,40085,A,raspberrypi,1761205155.080,-63.20,,,,
RAW,1761205152.553,10.128.97.229,40085,A,raspberrypi,1761205155.583,-62.80,,,,
RAW,1761205152.963,10.128.97.229,40085,A,raspberrypi,1761205156.084,-67.40,,,,
RAW,1761205153.474,10.128.97.229,40085,A,raspberrypi,1761205156.585,-66.40,,,,
RAW,1761205153.989,10.128.97.229,40085,A,raspberrypi,1761205157.085,-64.50,,,,
RAW,1761205154.518,10.128.97.229,40085,A,raspberrypi,1761205157.586,-61.60,,,,
LEG_VAST,1761205154.540,,,A,raspberrypi,,,mean,20,9.000,-63.14
